text,amount,category,payment_method,payment_provider,bank_account,text_source
Ola se 2155 ka bill clear kiya Mastercard ke through,2155,travel,card,,,hinglish
mutual fund SIP SIP deduction of 7841 by Jupiter.,7841,savings,upi,jupiter,jupiter,english
Nykaa shopping ke liye 17226 ka payment debit card se,17226,Shopping,card,,,hinglish
20897 paid for lab tests at MedPlus using credit card.,20897,pharmacy,upi,cred,,english
"Kharcha hua Tata CLiQ pe 8184, cred use kiya",8184,shopping,upi,cred,,hinglish
Hotstar annual plan 2493 from Bandhan account,2493,NA,unknown,,bandhan,english
1201 spent on HP petrol through RBL card.,1201,travel,card,,rbl,english
books 11103 debit via niyo YES BANK,11103,tution,upi,,Yes Bank,ocr_receipt
education loan EMI EMI 2753 deducted via credit card,2753,emi,upi,cred,,voice
Order from restaurant of 1557 using GPay,1557,Food,upi,gpay,,ocr_upi
Cab fare 12307 to MakeMyTrip.,12307,travel,unknown,,,english
i did Indian Oil booking for 9482 with debit card,9482,travel,card,,,voice
"Ajio ka order 16470 mein, paid by Slice",16470,shopping,upi,slice,slice,hinglish
aaj metro par 7091.47 kharcha hua card se,7091.47,travel,card,,,voice
1907.15 payment at checkup using Fi,1907.15,healthcare,upi,fi,Fi Money,ocr_upi
H&M ka payment 17957 cash wallet se,17957,shopping,cash,,,voice
"JioMart pe food delivery, 726 ka payment done via PhonePe",726,dining,upi,phonepe,,hinglish
"KFC bill paid, 395 via Visa",395,food,card,,,ocr_upi
31823 fees coaching fee paytm se,31823,education,upi,paytm,,voice
wifi bill ka bill 2954.38 diya,2954.38,utility,upi,fi,Fi,voice
Payment to Dominos for 2381 using Slice,2381,food,upi,slice,slice,ocr_upi
eye clinic ko 1835.58 diya cash se,1835.58,healthcare,Cash,,,hinglish
JioCinema for 2843 using Phone Pe,2843,investment,upi,phonepe,,ocr_upi
2156.97 to maintenance via CRED,2156.97,utility,upi,cred,,english
Lunch at Dominos for 1325 paid by Visa,1325,food,card,,,english
Haldirams ka khana 126 ka pay se payment hua,126,food,unknown,,,voice
Chai-samosa ke liye Pizza Hut mein 1547 spend kiye cred pe,1547,food,upi,cred,,hinglish
Zara 20626 done through card,20626,purchase,card,,,english
wifi bill ke liye 2941.61 ka payment on Slice,2941.61,utility,upi,slice,slice,ocr_upi
"Croma se 20476 ka maal aaya, BHIM se pay kiya",20476,shopping,upi,bhim,,hinglish
FD monthly 27484 auto-debit on CRED,27484,investment,upi,cred,,ocr_receipt
Rapido se 1560 ka bill clear kiya credit card ke through,1560,travel,upi,cred,,hinglish
DTH recharge ka bill 64 PhonePe se diya,64,utilities,UPI,phonepe,,hinglish
Mastercard use karke installment ka 31282.41 dedo,31282.41,emi,card,,,hinglish
main bike loan EMI ka installment 25746.04 paytm se de diya,25746.04,EMI,upi,paytm,,voice
"532 rupee mess ke liye nikle, Niyo use kiya",532,dining,upi,niyo,Niyo,hinglish
9693 spent on Yatra using credit card,9693,travel,Upi,null,,voice
nan,8163,travel,unknown,,,english
"Croma ka order 26844.72 mein, paid by Jupiter",26844.72,shopping,upi,jupiter,jupiter,hinglish
  Angel One investment of 4225.49 by cash ,4225.49,invest,cash,,,ocr_receipt
i bought index fund worth 25899 using Slice,25899,investment,upi,slice,slice,voice
"Drove together, sister ne petrol ka 4897 diya",4897,friends,unknown,,,hinglish
"14452 udhar diya course ke liye, baad me le lena",-14452,study,unknown,,,hinglish
Netflix subscription 2683 paid with cash,2683,Entertainment,cash,,,ocr_receipt
Auto debit for personal loan EMI of 1739.15 from,1739.15,emi,card,,,english
aaj sister ne 8043.86 phonepe kiya wapas,8043.86,friends,upi,phonepe,,voice
DTH recharge ka bill pay kiya 2202 cash se,2202,bills,cash,,,hinglish
"   Bhai, Nykaa se 3721 ka saman liya cash diya   ",3721,shopping,cash,,,hinglish
SpiceJet ki booking karne pe 13569 lag gaye cred se,13569,travel,upi,cred,,hinglish
cash used for Allen coaching 20652,20652,education,cash,,,english
"mall ka order 26089 mein, paid by Jupiter",26089,shopping,upi,jupiter,Jupiter,hinglish
Paid back 437 to brother for the movie tickets using paytm,437,friends,upi,gpay,,english
auto ke liye 868 ka bill paytm se clear,--,travel,upi,null,,voice
47195.16 exam fee ka payment kar diya Niyo pe,47195.16,study,upi,nan,niyo,hinglish
Tata CLiQ 14595 done through Fi,14595,retail,upi,fi,Fi Money,english
bhim se rent ko 3213 transfer kiya,3213,bills,upi,bhim,,hinglish
Paid maintenance for 2223.59 using paytm from BOB,2223.59,utilities,upi,gpay,bob,english
home loan EMI ka installment 30585 clear kardia debit card pe,30585,emi,card,,,hinglish
Udemy subscription renew 40225.02 cred,40225.02,education,upi,cred,,voice
aaj Uber ke liye 14512.96 diya BOB card se,14512.96,travell,card,,bob,voice
Monthly Apple Music subscription 223 by cred,223,Entertainment,upi,--,,english
"Croma ka order 24326 mein, paid by Fi",24326,shopping,upi,fi,fi,hinglish
jupiter - 1444 paid to concert,1444,entrtainment,UPI,jupiter,jupiter,ocr_upi
Hotstar membership renewal 2884 via PayTM,9999999,entrtainment,upi,paytm,,english
debit card use karke credit card EMI ka 33728.78 dedo,33728.78,loans,upi,cred,,hinglish
   JioCinema pe 1508 lagaye for prime membership using slice   ,1508,entertainment,UPI,slice,slice,hinglish
   Snacks McDonald's 2446.68 phonepe   ,999999.99,food,upi,phonepe,,ocr_upi
dhaba pe 1724.05 ka online order gpay se kiya,1724.05,food,UPI,gpay,,voice
"For Priya's treat, paid 6540 by paytm from Union Bank",6540,friends,upi,paytm,union bank,english
Amazon purchase of 2184 using cred,2184,purchase,upi,cred,,ocr_receipt
"friend ne 8978 maanga tha, wapas kiya Slice pe",8978,friends,upi,slice,slice,hinglish
Meesho 29530 debit niyo Indusind Bank,29530,education,upi,niyo,indusind,ocr_receipt
"Just cleared my electricity bill, 2033 paid on cash",2033,utilities,cash,,,english
kharcha Amazon par 17332.76 ka Fi Money se kiya,17332.76,shoping,upi,fi,fi,voice
recurring deposit account mein 48661 daale from HDFC,null,investment,unknown,,hdfc,hinglish
"Myntra pe 5227 spend kare, card ke saath",5227,shopping,card,,,hinglish
33593 transferred for PPF via PayTM.,33593,mutual fund,upi,paytm,,english
Paid 2626 to friend using cash.,2626,friends,cash,,,ocr_upi
--,12007,shopping,upi,slice,slice,english
brother ko 6901 bheja card se,6901,friends,card,,,ocr_receipt
25348.28 gone for car loan EMI,25348.28,installment,unknown,,,english
credit card se Apple Music ko 1368 pay kiya,1368,leisure,upi,NA,,english
"   Went to JioCinema, spent 699.22, paid by jupiter   ",699.22,entrtainment,UPI,jupiter,jupiter,english
1988 recurring deposit mein daale via debit card,NA,investment,card,,,hinglish
broadband ke paise 801 kat gaye from Kotak,801,utilites,unknown,,kotak,hinglish
Paid 2292.96 to SonyLIV via cash,null,entertainment,cash,,,ocr_receipt
"coaching ko 1602.71 bheje, cash diya",1602.71,investment,cash,,,hinglish
"Ufff, Reliance Digital ne kat liya 19274.77, CRED se payment",19274.77,shopping,upi,NA,,hinglish
hospital ka 7419 ka bill Fi ke card se pay,7419,healthcare,upi,fi,fi,hinglish
physio payment 19898.40 by jupiter,19898.40,healthcare,upi,jupiter,Jupiter,ocr_upi
Doctor's fee 22938 paid by cash,22938,hospital,cash,,,ocr_receipt
Spent 3920 on tuition from YES BANK account via gpay.,3920,education,upi,gpay,YES BANK,ocr_upi
Payment to Flipkart for 11796 via credit card from State Bank,11796,purchase,upi,cred,SBI,english
Monthly personal loan EMI of 8159 via Kotak Mahindra Visa,8159,emi,card,,Kotak,ocr_receipt
Monthly car loan EMI of 18136 paid via credit card,18136,emi,upi,cred,,hinglish
Auto debit for education loan EMI of 9770 from Indusind Bank,9770,emi,card,,Indusind Bank,english
"  2430 ka course liya coaching pe, card se payment hua   ",2430,study,card,,,hinglish
MedPlus se medicine li 4085 ka cred kiya,4085,medical,Upi,cred,,hinglish
null,1358,entertainment,unknown,,,hinglish
sister ko 175 udhaar diya BHIM se,175,friends,Upi,bhim,,hinglish
debit card to lab test for 18536.,18536,healthcare,card,,,english
Ananya borrowed 9006 paid back via Niyo,9006,p2p,upi,niyo,Niyo,ocr_receipt
"Quick bite from food court, cost 2493, used cash",2493,food,cash,,,hinglish
cash se JioCinema ko 269 pay kiya,269,OTT,cash,,,english
20629 invested in FD using BHIM,20629,invest,upi,bhim,,ocr_receipt
bike loan EMI ke liye 36472 ka payment kardia niyo pe,36472,installment,upi,niyo,niyo,hinglish
broadband ke liye 3116.51 paytm kara,3116.51,recharge,upi,paytm,,voice
PharmEasy ke liye 702 spent from card,702,healthcare,card,,,voice
Added 43582 to NPS via CRED,43582,investment,upi,cred,,ocr_upi
Indian Oil ki booking karne pe 9571 lag gaye GPay se,9571,commute,upi,None,,hinglish
diagnostic center ka bill 2736 cash kiya,2736,healthcare,cash,,,hinglish
"friend paid the bill, so sent my half of 5505 via cash",5505,friends,cash,,,english
broadband recharge for 2534.06 using Google Pay from Union Bank,2534.06,utilities,upi,--,union bank,ocr_upi
FirstCry shopping: 23173 paid with CRED,23173,shopping,upi,cred,fi,ocr_upi
cash se PVR ko 2885 ka payment,2885,entertainment,cash,,,ocr_upi
Made Airtel recharge payment of 1477 via cash,1477,utilities,cash,,,english
"Coffee on me, Karan ko 1902 pay kiya",1902,friends,unknown,,,hinglish
metro booking for 12659 using cash,12659,travel,cash,,,ocr_upi
53.55 Karan ko diya for movie tickets via CRED,53.55,friends,Upi,cred,,hinglish
"flatmate ka birthday gift, contributed 6139.17 through Niyo",6139.17,Friends,upi,niyo,niyo,english
9486 paid to Ananya on phonepe.,9486,friends,upi,phonepe,,ocr_upi
personal loan EMI EMI 25173 deducted via credit card,25173,emi,upi,cred,,voice
aaj PVR movie for 1781 on credit card from IDFC First,1781,entertainment,upi,cred,IDFC First,voice
Netflix annual plan 1237 from RBL Bank account,1237,entertainment,unknown,,rbl,english
Starbucks 1968 wala order Mastercard se kiya,1968,food,card,,,english
cred se Netflix ki annual plan leli worth 1963,1963,entertainment,upi,cred,,hinglish
12602 Ola ko de diye cash mein,12602,travel,cash,,,hinglish
stationery course ke liye 23831 Paytm kiya,None,education,upi,--,,voice
H&M pe shopping kiye 5834 Slice se,null,shopping,upi,slice,Slice,hinglish
cash through SBI for Croma 27368.60,27368.60,NA,cash,,sbi,ocr_upi
hospital 12881.40 CRED,12881.40,healthcar,upi,cred,,ocr_receipt
Paid 1674.75 for DTH recharge via PayTM,1674.75,utilities,upi,paytm,,ocr_receipt
Successful payment of 2352 to DTH recharge with Google Pay,2352,utilities,upi,gpay,,ocr_upi
"BigBasket se biryani mangwai, 1816.16 pay kiya Fi card se",1816.16,food,upi,fi,fi,hinglish
Zepto 974.54 ka bill clear via jupiter,974.54,food,upi,None,Jupiter,english
school fees ke liye 54592.97 cash se,54592.97,education,cash,,,english
  Angel One pe 10067.42 ka order confirm cred se  ,10067.42,investment,upi,cred,fi,hinglish
"flatmate me 7209 udhaar diya, Visa se",7209,friends,card,,,english
Petrol 6118.65 at HP petrol.,-6118.65,travel,unknown,,,english
recurring deposit ke liye 18104 ka payment PayTM kiya,18104,Investment,UPI,paytm,,voice
Steam ke liye 506 ka payment Niyo se kiya,506,entertainment,upi,niyo,niyo,hinglish
main installment ka 19278.95 de diya debit card se,19278.95,loan,card,,,voice
--,8752,commute,cash,,,hinglish
FD ke liye 23213 ka kharcha cash se kiya,23213,mutual fund,cash,,,hinglish
metro fuel fill 9668 cash se,9668,travel,upi,null,Fi,ocr_receipt
186 PVR subscription ke liye de diye,186,entertainment,unknown,,,hinglish
"14881 to eye clinic for medicine, paid with slice.",14881,healthcar,upi,slice,Slice,english
Foodpanda order from cafe 619 phonepe,619,food,upi,phonepe,,ocr_receipt
sister ke birthday gift mein chip in 4389.24 via cash,4389.24,friends,cash,,,voice
Paid 2004 to Apple Music via debit card,2004,entertainment,card,,,ocr_upi
Netmeds ke liye 17858 pay kiya cash se,17858,healthcare,cash,,,hinglish
Travel expense 3525 for SpiceJet using card.,3525,cab,card,,,english
Meesho 21744 paid with Mastercard from IDFC First,21744,Shopping,upi,fi,idfc,voice
   Bus ticket on Air India for 2498.46.   ,2498.46,travel,unknown,,,english
upGrad course 35925 by cash,35925,school,cash,,,english
NPS pe 27361 ka contribution debit card se,27361,invest,card,,,ocr_receipt
null,33390,loan,upi,cred,,hinglish
NPS transaction for 12981 through cash,12981,investment,cash,,,ocr_receipt
"Split the hotel cost with flatmate, my part 6216 GPay","6,216.00",freind,upi,null,,english
22486 NPS mein daal diye cred pe,22486,invest,upi,cred,,hinglish
Pizza from food court for 1685.42 on Google Pay,1685.42,food,upi,gpay,,english
Payment of 526.07 to IndiGo successful on Niyo,526.07,Transport,upi,niyo,niyo,ocr_upi
"roommate ka birthday gift, contributed 1504 through Phone Pe",1504,peer,upi,phonepe,,english
coaching subscription renewed 44134.29 via bhim,44134.29,eduation,upi,bhim,,english
i paid Udemy 54247 from Niyo using Fi,54247,--,upi,fi,Niyo,voice
Investment in Groww for 44424 from Punjab National Bank,44424,friends,unknown,,Punjab National Bank,ocr_upi
cafe ka bill 850.11 paytm se clear kiya,850.11,food,upi,paytm,,voice
Cash 591 for PVR,591,Entertainment,cash,,,english
Bought stuff from Tata CLiQ for 16593 using jupiter,16593,purchase,upi,nan,jupiter,english
"20351 gaye Flipkart pe, cash se settle kiya",20351,shopping,Cash,,,hinglish
Petrol 4168 at RedBus.,4168,travel,unknown,,,english
recurring deposit ke liye 35599 ka payment phonepe se kiya.,35599,savings,upi,phonepe,,english
coaching course 18846 by jupiter,18846,education,upi,None,jupiter,english
15277 deducted for bike loan EMI by bhim,15277,emi,upi,--,,ocr_upi
6362.20 brother ko diya for movie tickets via Paytm,6362.20,peer,upi,paytm,,hinglish
metro recharge of 12534 using Paytm.,12534,travel,upi,gpay,,english
paid 4542 for petrol pump via CRED upi,4542,travel,upi,null,,voice
maintenance recharge for 1525 using cash from Axis Bank,1525,bills,cash,,axis,ocr_upi
FD ke liye 20826 invest kiya bhai,20826,invstment,unknown,,,hinglish
Ola se 9205 ka recharge card se kiya,9205,travel,card,,,hinglish
41454 stationery coaching fee paytm se,41454,education,upi,paytm,,voice
RedBus for 482 using cash,482,travel,cash,,,voice
electronics store purchase for 15431.63 using slice,15431.63,shopping,upi,slice,slice,ocr_upi
Payment to Croma for 4910 via BHIM from IDFC First,4910,shopping,upi,bhim,idfc,english
Jio recharge ke liye 2307 paytm kara,2307,utilities,Upi,paytm,,voice
Burger King mein cash diya 290 chai ke liye,290,food,cash,,,voice
wifi bill ka bill 4842 diya,"4,842.00",utilities,upi,fi,fi,voice
   Deducted 2750.56 on CRED for broadband  ,2750.56,recharge,upi,cred,,ocr_upi
lab test ka 13256 ka bill pay kiya Visa ke through,13256,utilities,card,,,voice
phonepe se flatmate ko transfer 4387 for movie tickets,4387,friends,upi,None,,voice
Airtel recharge recharge of 1075 done via card,1075,utilities,card,,,voice
Petrol 10750 at Rapido.,10750,travel,unknown,,,english
Food expense at KFC 577 by cash,577,food,cash,,,english
Apollo Pharmacy ka bill 21849 Jupiter pe clear kiya,21849,Health,upi,jupiter,Jupiter,hinglish
48459.95 spent on Udemy using CRED,48459.95,school,upi,cred,,english
"Myntra shopping, 16560.09 by Google Pay",16560.09,shopping,upi,gpay,,english
Paid upGrad fees 27655 via Mastercard,27655,tution,card,,,english
Allen coaching ko 59625 transfer kiya CRED ke through.,59625,education,upi,cred,,ocr_upi
2795 ka maintenance payment done via debit card,-2795,utilities,card,,,hinglish
EMI for 31526.36 done by Visa,31526.36,emi,card,,,voice
   apne ICICI Bank account se physio ko 144 transfer kiya  ,144,healthcare,unknown,,icici,voice
credit card EMI ka installment 33808 clear kardia CRED pe,--,emi,upi,cred,,hinglish
metro for 4825 using PhonePe,4825,travel,upi,phonepe,,voice
Steam subscription 400.23 dedo using Visa,400.23,None,card,,,voice
Ananya se 4776 wapas liya cash mein,4776,friends,cash,,,hinglish
PayTM use karke home loan EMI ka 29225 dedo,29225,emi,upi,paytm,,hinglish
fees 45520 books ko diya cash,45520,education,cash,,,voice
"Books ke liye 20436.67 ka kharcha, Visa se",20436.67,education,card,,,hinglish
Cab fare 4925.03 to Rapido.,4925.03,cab,unknown,,,english
water bill recharge 4837 kiya Paytm pe,4837,Utilities,upi,paytm,,voice
"15876 gaye Reliance Digital pe, Slice se settle kiya",15876,shopping,Upi,slice,slice,hinglish
gas bill auto-debit of 4185 from Federal Bank,4185,utilities,card,,federal bank,ocr_receipt
auto se 14472 ka recharge karaya.,14472,travel,unknown,,,english
Lenskart purchase for 28068 using debit card,28068,shopping,card,,,ocr_upi
2346 rs Biryani Blues ko diya phonepe se,2346,food,upi,phonepe,,voice
school fees course ke liye 56840 cash kiya,56840,eduation,cash,,,voice
"JioMart pe food delivery, 796.07 ka payment done via Google Pay",796.07,food,upi,gpay,,hinglish
Airtel recharge ke liye 2740 ka payment kia cash se,2740,utilities,CASH,,,voice
petrol pump se 4805 ka recharge karaya.,4805,Transport,unknown,,,english
Meesho ko 22160 transfer kiye Axis Bank card se,22160,shopping,card,,Axis,hinglish
Spent 1436.39 on food from Blinkit with PhonePe,1436.39,foods,upi,phonepe,,english
Meesho 4963 debit card,4963,shopping,card,,,ocr_receipt
Tuition ke 37167 de diye yaar,37167,tution,unknown,,,hinglish
None,8076,emi,card,,,english
aaj eye clinic mein 24282 ka payment kiya cred se,24282,hospital,upi,cred,,voice
  dhaba 50 UPI Jupiter  ,50,dining,upi,None,Jupiter,ocr_receipt
"Quick bite from cafe, cost 1768, used slice",1768,food,upi,slice,slice,hinglish
  lab test 1062 bhim  ,1062,healthcare,upi,bhim,,ocr_receipt
Cleartrip pe 5721 spend kiye using ICICI Bank UPI,5721,travel,unknown,,icici,hinglish
NA,4889.35,utility,upi,--,Fi,hinglish
NA,2601,healthcare,upi,slice,Slice,english
lab test ke liye 14807 advance diya paytm pe,14807,healthcare,upi,None,,hinglish
3452 spent on Cleartrip using jupiter,3452,travel,upi,jupiter,jupiter,voice
"Paid car loan EMI, amount 24504 via card",24504,loan,card,,,ocr_upi
Goibibo ke liye 8371 ka payment cash se kiya.,8371,travel,cash,,,english
merchant ko 2063.22 pay kiya card se dinner ka,2063.22,foods,card,,,voice
