text,amount,category,payment_method,payment_provider,location,notes
padhai ke liye exam fee pe 30358 rupaye karcha kiyaa bhim se,30358,education,upi,bhim,,
PPF contribution INR 38059,38059,investment,upi,paytm,,
Game purchase INR 22229,22229,entertainment,upi,cred,,
paid back friend lent money ₹17857 phonepe,17857,friends,upi,phonepe,,
online shopping payment se 4399 rupye ka shopping kya card se,4399,shopping,card,,,
medical test charges me 22390 rupaye kharch hua bhim se diyee,22390,healthcare,upi,bhim,,
8516 rs. ka doctor consultation bill aaya card se pay kiyaa,8516,healthcare,card,,,
8391 rupay kharcha kiya concert ticket pe cash se,8391,entertainment,cash,,,
train ticket irctc ki ticket 33069 rs me book kiya card se,33069,travel,card,,,
Crypto investment INR 10060,10060,investment,card,,,
home loan car loan credit card EMI monthly ₹8800 autopay BHIM,8800,emi,upi,bhim,,
College fees payment INR 27948,27948,education,upi,cred,,
Cafe coffee INR 16726,16726,food,upi,cred,,
Fixed deposit investment INR 7112,7112,investment,card,,,
doctor ke yahan 40591 rs lga BHIM se diyee,40591,healthcare,upi,bhim,,
Transaction successful — ₹18597 to Zomato dinner via Paytm UPI,18597,food,upi,paytm,,
mutual fund SIP stocks PPF FD investment ₹31859 cred,31859,investment,upi,cred,,
Restaurant bill INR 40075,40075,food,upi,bhim,,
online amazon purchase se 14244 ka saman lia cash se pay kiyaa,14244,shopping,cash,,,
Online course subscription INR 11641,11641,education,card,,,
cred payment ₹32491 Online course subscription,32491,education,upi,cred,,
Mutual fund SIP INR 31859,31859,investment,upi,cred,,
Medical test charges INR 20601,20601,healthcare,cash,,,
online course subscription ka course 24389 rs. me liya cash se pay kia,24389,education,cash,,,
amazon flipkart myntra online shopping order ₹4666 PhonePe,4666,shopping,upi,phonepe,,
"food court payment pe 12513 ka bill tha, bhim se pay kia",12513,food,upi,bhim,,
game purchase ka ticket 33337 rupay me lya card se,33337,entertainment,card,,,
school college tuition course books fees ₹20050 card,20050,education,card,,,
Medical test charges INR 20775,20775,healthcare,upi,gpay,,
Rs. 8992 sent to Clothing store bill via Google Pay UPI,8992,shopping,upi,gpay,,
Internet recharge INR 7519,7519,utilities,upi,paytm,,
college fees payment ka course 19249 rs. me lya card se pay kiya,19249,education,card,,,
Movie ticket booking INR 4828 paid through CRED,4828,entertainment,upi,cred,,
amazon flipkart myntra online shopping order ₹3492 bhim,3492,shopping,upi,bhim,,
Pharmacy medicine purchase INR 48996,48996,healthcare,cash,,,
Movie ticket booking INR 33256,33256,entertainment,card,,,
uber ola cab ride airport train ticket ₹8563 card,8563,travel,card,,,
19497 rs. lagaa hotel booking me card se diye,19497,travel,card,,,
Paid ₹16715 to Hospital bill using Phone Pe paid from account …9679,16715,healthcare,upi,phonepe,,
Doctor consultation INR 7624,7624,healthcare,upi,phonepe,,
sent ₹4694 to friend on Phone Pe split bill UPI,4694,friends,upi,phonepe,,
school college tuition course books fees ₹11075 card,11075,education,card,,,
mutual fund SIP stocks PPF FD investment ₹29666 card,29666,investment,card,,,
electricity water broadband mobile recharge bill ₹32639 card,32639,utilities,card,,,
flipkart order pe shopping kia 85 rs. kharcha card se,85,shopping,card,,,
Pizza delivery INR 41159,41159,food,card,,,
internet recharge ka bill 17874 rupay CRED se bharaa,17874,utilities,upi,cred,,
pizza delivery ka khana 29088 rs me aaya Phone Pe se diye,29088,food,upi,phonepe,,
Gas bill payment INR 44568,44568,utilities,cash,,,
Swiggy order INR 48770,48770,food,upi,cred,,
Paid ₹35454 to Pharmacy medicine purchase using bhim SBI 7041,35454,healthcare,upi,bhim,,
4091 rs lga uber ride me Paytm se die,4091,travel,upi,paytm,,
Movie ticket booking INR 10232,10232,entertainment,cash,,,
32389 rupye kharcha kia food court payment pe Paytm se,32389,food,upi,paytm,,
College fees payment INR 48871,48871,education,upi,paytm,,
padhai ke liye online course subscription pe 7142 rupay kharch kya card se,7142,education,card,,,
Pharmacy medicine purchase INR 18609,18609,healthcare,upi,paytm,,
home loan car loan credit card EMI monthly ₹5092 autopay paytm,5092,emi,upi,paytm,,
home loan emi ki EMI 42153 rupaiye card se bhara,42153,emi,card,,,
train ticket irctc ki ticket 28434 rupaiye me book kiyaa card se,28434,travel,card,,,
40968 rupaye crypto investment me daale Paytm se,40968,investment,upi,paytm,,
uber ola cab ride airport train ticket ₹28536 card,28536,travel,card,,,
Library fee INR 4379,4379,education,card,,,
exam fee ka course 4452 rs me liya bhim se pay kya,4452,education,upi,bhim,,
BHIM: Payment of ₹24777 to Game purchase successful,24777,entertainment,upi,bhim,,
electricity water broadband mobile recharge bill ₹19393 gpay,19393,utilities,upi,gpay,,
Transaction successful — ₹436 to Hotel booking via bhim UPI paid from account …2247,436,travel,upi,bhim,,
Zomato dinner INR 24354,24354,food,upi,gpay,,
Movie ticket booking INR 38562,38562,entertainment,cash,,,
school college tuition course books fees ₹43356 card,43356,education,card,,,
paytm payment ₹36596 Medical test charges,36596,healthcare,upi,paytm,,
Messy outlier tx UPIID123,,1234,ccard,,NY,
Library fee INR 17952,17952,education,card,,,
Doctor consultation INR 6575,6575,healthcare,upi,gpay,,
library fee ka course 45129 rupay me lya CRED se pay kya,45129,education,upi,cred,,
netflix spotify hotstar subscription movie show ₹6338 paytm,6338,entertainment,upi,paytm,,
lunch dinner food order swiggy zomato restaurant meal ₹3466 PhonePe,3466,food,upi,phonepe,,
"swiggy order pe 34166 ka bill tha, PhonePe se pay kiyaa",34166,food,upi,phonepe,,
school college tuition course books fees ₹18842 bhim,18842,education,upi,bhim,,
crypto investment ka SIP 37791 rs BHIM se bhara,37791,investment,upi,bhim,,
crypto investment me 43099 rs invest kya card se,43099,investment,card,,,
Clothing store bill INR 19838,19838,shopping,card,,,
pharmacy medicine purchase pe 24349 rs khrcha hui davai pe card se,24349,healthcare,card,,,
loan ka personal loan installment 4193 rupay card se pay kya,4193,emi,card,,,
home loan emi ki EMI 34357 rupaye PhonePe se bhara,34357,emi,upi,phonepe,,
Electricity bill payment INR 24533,24533,utilities,card,,,
online amazon purchase se 11086 ka saman liyaa card se pay kiyaa,11086,shopping,card,,,
Rs. 26811 sent to Exam fee via bhim UPI,26811,education,upi,bhim,,
school college tuition course books fees ₹5304 BHIM,5304,education,upi,bhim,,
Pharmacy medicine purchase INR 45026,45026,healthcare,card,,,
Ola cab INR 24836,24836,travel,upi,cred,,
netflix subscription dekha 42387 rupaiye lgaa card se die,42387,entertainment,card,,,
Electronics shopping INR 32177,32177,shopping,upi,cred,,
48605 rupaye lga hotel booking me cash se die,48605,travel,cash,,,
electricity water broadband mobile recharge bill ₹9171 card,9171,utilities,card,,,
electronics shopping se 1279 rupye ka shopping kya card se,1279,shopping,card,,,
online flipkart order se 7405 ka saman lya BHIM se pay kya,7405,shopping,upi,bhim,,
₹43187 debited from your account for Amazon purchase (CRED UPI),43187,shopping,upi,cred,,
Bike loan EMI INR 49528,49528,emi,card,,,
Paid ₹6460 to Clothing store bill using CRED SBI 1033,6460,shopping,upi,cred,,
34203 rs. diy college fees payment ke liye card se,34203,education,card,,,
43255 rupye ka pharmacy medicine purchase bill aaya card se pay kiyaa,43255,healthcare,card,,,
Paid ₹8734 to Home loan EMI using CRED,8734,emi,upi,cred,,
netflix spotify hotstar subscription movie show ₹7467 BHIM,7467,entertainment,upi,bhim,,
Online shopping payment INR 25227,25227,shopping,card,,,
Library fee INR 10885,10885,education,upi,cred,,
grocery vegetables milk bread ₹27375 paid Paytm,27375,food,upi,paytm,,
school college tuition course books fees ₹49136 Paytm,49136,education,upi,paytm,,
7050 rupaiye stock purchase me daale card se,7050,investment,card,,,
flipkart order se 17857 rs ka shopping kya Paytm se,17857,shopping,upi,paytm,,
amazon purchase pe shopping kiyaa 17634 rupay khrcha card se,17634,shopping,card,,,
₹42352 debited from your account for Doctor consultation (Paytm UPI),42352,healthcare,upi,paytm,,
online flipkart order se 6133 ka saman liyaa cash se pay kya,6133,shopping,cash,,,
Rs. 2079 sent to Rahul via cred UPI,2079,friends,upi,cred,,
doctor ke yahan 11534 rs lgaa GPay se diye,11534,healthcare,upi,gpay,,
NaN,-100,error,,,,EDA test row
doctor ke yahan 6966 rupaiye lga CRED se diy,6966,healthcare,upi,cred,,
Medical test charges INR 1963,1963,healthcare,card,,,
aaj train ticket irctc liya 29993 rupye card se pay kiya,29993,travel,card,,,
sent ₹4429 to friend on PhonePe split bill UPI,4429,friends,upi,phonepe,,
padhai ke liye exam fee pe 33297 rupaye kharcha kiya cash se,33297,education,cash,,,
electricity water broadband mobile recharge bill ₹29107 card,29107,utilities,card,,,
birthday gift money transfer friend ₹17637 via Phone Pe,17637,friends,upi,phonepe,,
Paid ₹28359 to Concert ticket using Google Pay,28359,entertainment,upi,gpay,,
grocery vegetables milk bread ₹1950 paid cash,1950,food,cash,,,
stock purchase ka SIP 7963 rs. card se bhara,7963,investment,card,,,
school college tuition course books fees ₹36738 BHIM,36738,education,upi,bhim,,
Rs. 20823 sent to Online shopping payment via cred UPI,20823,shopping,upi,cred,,
paid back friend lent money ₹8933 CRED,8933,friends,upi,cred,,
home loan car loan credit card EMI monthly ₹4078 autopay Paytm,4078,emi,upi,paytm,,
Gas bill payment INR 43363,43363,utilities,card,,,
Electronics shopping INR 39697,39697,shopping,card,,,
mutual fund sip me 38853 rs invest kiya cred se,38853,investment,upi,cred,,
Pizza delivery INR 48008,48008,food,cash,,,
Mobile recharge INR 42774,42774,utilities,upi,paytm,,
loan ka personal loan installment 6146 rupye bhim se pay kiyaa,6146,emi,upi,bhim,,
Credit card EMI INR 9929,9929,emi,card,,,
netflix subscription dekha 13588 rupay laga Paytm se diye,13588,entertainment,upi,paytm,,
online shopping payment pe shopping kiya 47375 rs khrcha cred se,47375,shopping,upi,cred,,
grocery vegetables milk bread ₹5152 paid cash,5152,food,cash,,,
Electricity bill payment INR 30884,30884,utilities,upi,phonepe,,
Ola cab INR 49208,49208,travel,card,,,
aaj flight ticket booking lia 26098 rupay card se pay kya,26098,travel,card,,,
Concert ticket INR 27110,27110,entertainment,cash,,,
Online course subscription INR 29473,29473,education,card,,,
10299 rupaye ka personal loan installment installment cred se diye,10299,emi,upi,cred,,
Train ticket IRCTC INR 12799,12799,travel,card,,,
Hotel booking INR 19334,19334,travel,card,,,
electronics clothes purchase ₹8357 via Google Pay,8357,shopping,upi,gpay,,
uber ola cab ride airport train ticket ₹43416 card,43416,travel,card,,,
49635 rs diye college fees payment ke liye card se,49635,education,card,,,
electronics clothes purchase ₹20461 via CRED,20461,shopping,upi,cred,,
home loan car loan credit card EMI monthly ₹45008 autopay card,45008,emi,card,,,
gas bill payment ka bill 44568 rs cash se bharra,44568,utilities,cash,,,
padhai ke liye college fees payment pe 30618 rupye khrcha kiya card se,30618,education,card,,,
Mutual fund SIP INR 44503,44503,investment,upi,cred,,
Netflix subscription INR 17059,17059,entertainment,upi,bhim,,
personal loan installment ki EMI 15247 rupay BHIM se bharra,15247,emi,upi,bhim,,
concert ticket ka subscription 13657 rupye phonepe se renew kiyaa,13657,entertainment,upi,phonepe,,
Electricity bill payment INR 7322,7322,utilities,card,,,
Amazon purchase INR 28479,28479,shopping,upi,paytm,,
gas bill payment recharge kiya 23449 rs gpay se,23449,utilities,upi,gpay,,
Library fee INR 17884,17884,education,cash,,,
"pizza delivery pe 18404 ka bill tha, paytm se pay kia",18404,food,upi,paytm,,
Stock purchase INR 36662,36662,investment,card,,,
Online course subscription INR 44194,44194,education,card,,,
uber ola cab ride airport train ticket ₹34626 bhim,34626,travel,upi,bhim,,
clothing store bill se 11444 rs. ka shopping kiya CRED se,11444,shopping,upi,cred,,
Pizza delivery INR 36067,36067,food,upi,gpay,,
home loan car loan credit card EMI monthly ₹29883 autopay Google Pay,29883,emi,upi,gpay,,
grocery vegetables milk bread ₹34963 paid cash,34963,food,cash,,,
Bus ticket INR 29058,29058,travel,upi,phonepe,,
Transaction successful — ₹34193 to Stock purchase via BHIM UPI,34193,investment,upi,bhim,,
36273 rupye fixed deposit investment me daale CRED se,36273,investment,upi,cred,,
Medical test charges INR 36085,36085,healthcare,upi,cred,,
Crypto investment INR 13270,13270,investment,card,,,
electricity water broadband mobile recharge bill ₹46092 paytm,46092,utilities,upi,paytm,,
home loan car loan credit card EMI monthly ₹21195 autopay GPay,21195,emi,upi,gpay,,
Pizza delivery INR 34934,34934,food,upi,phonepe,,
Bus ticket INR 13511,13511,travel,card,,,
Hospital bill INR 21176,21176,healthcare,card,,,
mutual fund sip me 33886 rupaiye invest kiya card se,33886,investment,card,,,
birthday gift money transfer friend ₹3893 via paytm,3893,friends,upi,paytm,,
Stock purchase INR 18071,18071,investment,upi,phonepe,,
Transaction successful — ₹20442 to Home loan EMI via BHIM UPI,20442,emi,upi,bhim,,
game purchase ka ticket 48130 rs. me lia phonepe se,48130,entertainment,upi,phonepe,,
paytm: Payment of ₹21051 to Amit successful,21051,friends,upi,paytm,,
₹34577 debited from your account for Flipkart order (gpay UPI),34577,shopping,upi,gpay,,
Online course subscription INR 33550,33550,education,upi,bhim,,
aaj water bill ka 1584 rs. ka bill card se bharaa,1584,utilities,card,,,
bike loan emi ki EMI 22319 rupye card se bharaa,22319,emi,card,,,
Swiggy order INR 11840,11840,food,upi,gpay,,
Amazon purchase INR 37900,37900,shopping,upi,phonepe,,
flight ticket booking ka kiraya 3656 rs diyee card se,3656,travel,card,,,
Paid ₹8933 to split dinner group using cred,8933,friends,upi,cred,,
electricity water broadband mobile recharge bill ₹44010 Paytm,44010,utilities,upi,paytm,,
3026 rupaiye kharchaa kiya concert ticket pe Google Pay se,3026,entertainment,upi,gpay,,
CRED: Payment of ₹26073 to Library fee successful,26073,education,upi,cred,,
library fee ki fees 11605 rupaiye card se bharaa,11605,education,card,,,
home loan car loan credit card EMI monthly ₹3884 autopay card,3884,emi,card,,,
GPay: Payment of ₹44570 to Train ticket IRCTC successful SBI 1056,44570,travel,upi,gpay,,
₹35920 debited from your account for Zomato dinner (PhonePe UPI) HDFC Bank 2693,35920,food,upi,phonepe,,
amazon flipkart myntra online shopping order ₹36444 card,36444,shopping,card,,,
Transaction successful — ₹35959 to Home loan EMI via bhim UPI,35959,emi,upi,bhim,,
aaj electricity bill payment ka 34525 rs. ka bill card se bhra,34525,utilities,card,,,
gpay: Payment of ₹49935 to Flipkart order successful,49935,shopping,upi,gpay,,
bhim: Payment of ₹34454 to Medical test charges successful paid from account …2088,34454,healthcare,upi,bhim,,
bus ticket ki ticket 21892 rs. me book kya card se,21892,travel,card,,,
Pharmacy medicine purchase INR 23132,23132,healthcare,card,,,
aaj lunch at hotel se khana order kya 29011 rs. cash se die,29011,food,cash,,,
grocery vegetables milk bread ₹31580 paid Google Pay,31580,food,upi,gpay,,
aaj lunch at hotel se khana order kia 1189 rs card se diye,1189,food,card,,,
netflix subscription ka subscription 12228 rupaiye card se renew kiyaa,12228,entertainment,card,,,
electronics clothes purchase ₹1683 via card,1683,shopping,card,,,
electronics shopping se 23971 rupaiye ka shopping kiyaa BHIM se,23971,shopping,upi,bhim,,
home loan car loan credit card EMI monthly ₹29449 autopay BHIM,29449,emi,upi,bhim,,
14073 rs ka order diyee electronics shopping pe card se,14073,shopping,card,,,
electricity water broadband mobile recharge bill ₹27033 phonepe,27033,utilities,upi,phonepe,,
Movie ticket booking INR 8464,8464,entertainment,upi,bhim,,
Library fee INR 11075,11075,education,card,,,
uber ola cab ride airport train ticket ₹19332 Paytm,19332,travel,upi,paytm,,
Concert ticket INR 4018,4018,entertainment,cash,,,
8391 rupye ka order diy online shopping payment pe card se,8391,shopping,card,,,
Electricity bill payment INR 3967 paid through CRED,3967,utilities,upi,cred,,
petrol diesel fuel ₹32346 at pump cred,32346,travel,upi,cred,,
